"No.","Time","Source","Destination","Protocol","Length","Info"
"928","4.260030","150.171.27.11","10.25.139.150","TCP","1404","[TCP Spurious Retransmission] 443  >  56855 [PSH, ACK] Seq=4626 Ack=1825 Win=12582656 Len=1350 [TCP PDU reassembled in 901]"
"929","4.260030","23.55.39.8","10.25.139.150","QUIC","1292","Handshake, SCID=05ccc57370400d31"
"930","4.260030","150.171.27.11","10.25.139.150","TCP","60","443  >  56855 [ACK] Seq=5976 Ack=1983 Win=12582656 Len=0"
"931","4.260030","23.55.39.8","10.25.139.150","QUIC","345","Protected Payload (KP0)"
"932","4.260030","23.55.39.8","10.25.139.150","QUIC","106","Protected Payload (KP0)"
"933","4.260030","23.55.39.8","10.25.139.150","QUIC","63","Protected Payload (KP0)"
"934","4.260030","23.55.39.8","10.25.139.150","QUIC","112","Protected Payload (KP0)"
"935","4.260030","23.55.39.8","10.25.139.150","QUIC","65","Protected Payload (KP0)"
"936","4.260030","150.171.27.11","10.25.139.150","TLSv1.2","396","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"937","4.260030","150.171.27.11","10.25.139.150","TLSv1.2","123","Application Data"
"938","4.260030","150.171.27.11","10.25.139.150","TCP","60","443  >  56855 [ACK] Seq=6387 Ack=2082 Win=12582400 Len=0"
"939","4.260030","150.171.27.11","10.25.139.150","TLSv1.2","92","Application Data"
"940","4.260030","150.171.27.11","10.25.139.150","TCP","60","443  >  56855 [ACK] Seq=6425 Ack=3535 Win=12583168 Len=0"
"941","4.260030","23.55.39.8","10.25.139.150","QUIC","66","Protected Payload (KP0)"
"942","4.260242","10.25.139.150","23.55.39.8","TCP","66","61790  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0 SLE=0 SRE=1"
"943","4.260337","10.25.139.150","150.171.27.11","TCP","66","[TCP Dup ACK 912#1] 56855  >  443 [ACK] Seq=3535 Ack=5976 Win=65280 Len=0 SLE=4626 SRE=5976"
"944","4.260431","10.25.139.150","150.171.27.11","TCP","54","56855  >  443 [ACK] Seq=3535 Ack=6425 Win=65024 Len=0"
"945","4.261006","10.25.139.150","23.55.39.8","TLSv1.3","2127","Client Hello (SNI=www.bing.com)"
"946","4.261252","10.25.139.150","23.55.39.8","QUIC","211","Protected Payload (KP0), DCID=05ccc57370400d31"
"947","4.261418","10.25.139.150","23.55.39.8","QUIC","73","Protected Payload (KP0), DCID=05ccc57370400d31"
"948","4.261504","10.25.139.150","23.55.39.8","QUIC","73","Protected Payload (KP0), DCID=05ccc57370400d31"
"949","4.261742","10.25.139.150","150.171.27.11","TLSv1.2","92","Application Data"
"950","4.300647","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.138.234? Tell 10.25.151.1"
"951","4.311125","42:9d:18:2f:3d:4b","Broadcast","ARP","60","Who has 10.25.151.3? Tell 10.25.139.214"
"952","4.311125","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.128.22? Tell 10.25.151.1"
"953","4.326718","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.139.41? Tell 10.25.151.1"
"954","4.326718","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.139.76? Tell 10.25.151.1"
"955","4.342090","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.138.241? Tell 10.25.151.1"
"956","4.342090","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.138.231? Tell 10.25.151.1"
"957","4.342090","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.131.9? Tell 10.25.151.1"
"958","4.352383","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.139.40? Tell 10.25.151.1"
"959","4.352383","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.141.171? Tell 10.25.151.1"
"960","4.352907","10.25.139.150","10.25.141.101","UDP","80","62910  >  46551 Len=38"
"961","4.382159","150.171.27.11","10.25.139.150","TCP","60","443  >  58873 [ACK] Seq=7133 Ack=3072 Win=12582144 Len=0"
"962","4.382159","23.55.39.8","10.25.139.150","QUIC","66","Protected Payload (KP0)"
"963","4.382159","150.171.27.11","10.25.139.150","TCP","1404","443  >  56855 [ACK] Seq=6425 Ack=3535 Win=12583168 Len=1350 [TCP PDU reassembled in 965]"
"964","4.382159","150.171.27.11","10.25.139.150","TCP","1404","443  >  56855 [ACK] Seq=7775 Ack=3535 Win=12583168 Len=1350 [TCP PDU reassembled in 965]"
"965","4.382159","150.171.27.11","10.25.139.150","TLSv1.2","806","Application Data"
"966","4.382159","150.171.27.11","10.25.139.150","TLSv1.2","92","Application Data"
"967","4.382159","23.55.39.8","10.25.139.150","QUIC","67","Protected Payload (KP0)"
"968","4.382159","23.55.39.8","10.25.139.150","TLSv1.3","318","Server Hello, Change Cipher Spec, Application Data, Application Data"
"969","4.382403","10.25.139.150","150.171.27.11","TCP","54","56855  >  443 [ACK] Seq=3573 Ack=9915 Win=65280 Len=0"
"970","4.385330","10.25.139.150","23.55.39.8","QUIC","83","Protected Payload (KP0), DCID=05ccc57370400d31"
"971","4.390240","10.25.139.150","23.55.39.8","TLSv1.3","134","Change Cipher Spec, Application Data"
"972","4.400431","10.25.139.150","23.55.39.8","QUIC","1288","Protected Payload (KP0), DCID=05ccc57370400d31"
"973","4.400594","10.25.139.150","23.55.39.8","QUIC","1292","Protected Payload (KP0), DCID=05ccc57370400d31"
"974","4.400665","10.25.139.150","23.55.39.8","QUIC","1292","Protected Payload (KP0), DCID=05ccc57370400d31"
"975","4.400714","10.25.139.150","23.55.39.8","QUIC","638","Protected Payload (KP0), DCID=05ccc57370400d31"
"976","4.400796","10.25.139.150","23.55.39.8","QUIC","111","Protected Payload (KP0), DCID=05ccc57370400d31"
"977","4.416424","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.137.154? Tell 10.25.151.1"
"978","4.416424","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.137.105? Tell 10.25.151.1"
"979","4.428455","10.25.132.78","224.0.0.251","MDNS","125","Standard query 0x0000 ANY Android-7.local, ""QU"" question ANY Android-7.local, ""QU"" question A 10.25.132.78 AAAA fe80::ea25:f141:4213:e30a"
"980","4.428455","fe80::ea25:f141:4213:e30a","ff02::fb","MDNS","145","Standard query 0x0000 ANY Android-7.local, ""QU"" question ANY Android-7.local, ""QU"" question A 10.25.132.78 AAAA fe80::ea25:f141:4213:e30a"
"981","4.428455","10.25.129.244","224.0.0.251","MDNS","184","Standard query 0x0002 PTR _googlecast._tcp.local, ""QM"" question PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _CFE7FEDA._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"982","4.428455","fe80::68b8:33ff:feec:2409","ff02::fb","MDNS","204","Standard query 0x0002 PTR _googlecast._tcp.local, ""QM"" question PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _CFE7FEDA._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"983","4.443703","10.25.128.166","224.0.0.251","MDNS","427","Standard query response 0x0000 PTR BRAVIA-BF1-6649693d1c614e7b64594f0e4dd7e3c6._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 6649693d-1c61-4e7b-6459-4f0e4dd7e3c6.local A, cache flush 10.25.128.166"
"984","4.477405","23.55.39.8","10.25.139.150","TCP","60","443  >  61790 [ACK] Seq=1 Ack=2074 Win=68224 Len=0"
"985","4.477405","150.171.27.11","10.25.139.150","TCP","60","443  >  56855 [ACK] Seq=9915 Ack=3573 Win=12583168 Len=0"
"986","4.477405","23.55.39.8","10.25.139.150","QUIC","1288","Protected Payload (KP0)"
"987","4.477405","23.55.39.8","10.25.139.150","QUIC","1292","Protected Payload (KP0)"
"988","4.477405","23.55.39.8","10.25.139.150","QUIC","186","Protected Payload (KP0)"
"989","4.477405","23.55.39.8","10.25.139.150","QUIC","69","Protected Payload (KP0)"
"990","4.477405","23.55.39.8","10.25.139.150","QUIC","63","Protected Payload (KP0)"
"991","4.477405","23.55.39.8","10.25.139.150","QUIC","1494","Protected Payload (KP0)"
"992","4.477405","172.64.148.235","10.25.139.150","TLSv1.2","78","Application Data"
"993","4.477405","10.25.141.101","10.25.139.150","UDP","80","46551  >  62910 Len=38"
"994","4.477491","10.25.139.150","23.55.39.8","TCP","54","[TCP Dup ACK 971#1] 61790  >  443 [ACK] Seq=2154 Ack=265 Win=65024 Len=0"
"995","4.477905","10.25.139.150","172.64.148.235","TLSv1.2","82","Application Data"
"996","4.478013","10.25.139.150","23.55.39.8","QUIC","73","Protected Payload (KP0), DCID=05ccc57370400d31"
"997","4.478167","10.25.139.150","23.55.39.8","QUIC","73","Protected Payload (KP0), DCID=05ccc57370400d31"
"998","4.478267","10.25.139.150","23.55.39.8","QUIC","73","Protected Payload (KP0), DCID=05ccc57370400d31"
"999","4.505655","66:59:12:de:3b:4d","Broadcast","ARP","60","Who has 10.25.151.3? Tell 10.25.132.242"
"1000","4.516253","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.129.0? Tell 10.25.151.1"
"1001","4.516253","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.128.209? Tell 10.25.151.1"
"1002","4.643088","10.25.136.2","224.0.0.251","MDNS","291","Standard query response 0x0000 PTR, cache flush Android-193.local PTR, cache flush Android-193.local A, cache flush 10.25.136.2 AAAA, cache flush fe80::20c7:b7ff:fe0b:c088 NSEC, cache flush 2.136.25.10.in-addr.arpa NSEC, cache flush 8.8.0.C.B.0.E.F.F.F.7.B.7.C.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-193.local"
"1003","4.713055","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.128.42? Tell 10.25.151.1"
"1004","4.723598","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.130.187? Tell 10.25.151.1"
"1005","4.738800","SamsungElect_2e:77:7f","Broadcast","ARP","60","Who has 10.25.151.3? Tell 10.25.134.24"
"1006","4.748012","26:92:be:a9:95:79","Broadcast","ARP","60","Who has 10.25.151.3? Tell 10.25.136.103"
"1007","4.764756","10.25.139.150","10.25.141.101","UDP","80","62910  >  46551 Len=38"
"1008","4.813032","fe80::20c7:b7ff:fe0b:c088","ff02::fb","MDNS","311","Standard query response 0x0000 PTR, cache flush Android-193.local PTR, cache flush Android-193.local A, cache flush 10.25.136.2 AAAA, cache flush fe80::20c7:b7ff:fe0b:c088 NSEC, cache flush 2.136.25.10.in-addr.arpa NSEC, cache flush 8.8.0.C.B.0.E.F.F.F.7.B.7.C.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-193.local"
"1009","4.829431","10.25.136.219","224.0.0.251","MDNS","133","Standard query response 0x0000 A, cache flush 10.25.136.219 AAAA, cache flush fe80::c4e0:8bff:fe25:d2fa NSEC, cache flush Android-9.local"
"1010","4.907207","10.25.139.150","23.55.39.8","TCP","134","[TCP Retransmission] 61790  >  443 [PSH, ACK] Seq=2074 Ack=265 Win=65024 Len=80"
"1011","4.916709","fe80::14cf:a469:8912:26df","ff02::fb","MDNS","120","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question"
"1012","4.918508","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.135.165? Tell 10.25.151.1"
"1013","4.923579","10.25.139.150","23.55.39.8","QUIC","83","Protected Payload (KP0), DCID=05ccc57370400d31"
"1014","4.931496","10.25.132.78","224.0.0.251","MDNS","125","Standard query 0x0000 ANY Android-7.local, ""QM"" question ANY Android-7.local, ""QM"" question A 10.25.132.78 AAAA fe80::ea25:f141:4213:e30a"
"1015","4.932190","fe80::ea25:f141:4213:e30a","ff02::fb","MDNS","145","Standard query 0x0000 ANY Android-7.local, ""QM"" question ANY Android-7.local, ""QM"" question A 10.25.132.78 AAAA fe80::ea25:f141:4213:e30a"
"1016","4.957668","fe80::ad1f:ea61:f24:1e5d","ff02::fb","MDNS","312","Standard query response 0x0000 PTR, cache flush Android-143.local PTR, cache flush Android-143.local A, cache flush 10.25.130.46 AAAA, cache flush fe80::ad1f:ea61:f24:1e5d NSEC, cache flush 46.130.25.10.in-addr.arpa NSEC, cache flush D.5.E.1.4.2.F.0.1.6.A.E.F.1.D.A.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-143.local"
"1017","4.957668","10.25.128.67","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"1018","4.957668","fe80::1399:e755:f245:7e19","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"1019","4.957668","fe80::1399:e755:f245:7e19","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"1020","4.957668","fe80::1399:e755:f245:7e19","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"1021","4.957668","fe80::1399:e755:f245:7e19","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"1022","4.957668","10.25.128.67","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"1023","4.957668","10.25.128.67","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"1024","4.957668","10.25.128.67","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"1025","4.984862","23.55.39.8","10.25.139.150","TCP","318","[TCP Spurious Retransmission] 443  >  61790 [PSH, ACK] Seq=1 Ack=2074 Win=68224 Len=264"
"1026","4.984862","150.171.27.11","10.25.139.150","TCP","1404","[TCP Spurious Retransmission] 443  >  56855 [PSH, ACK] Seq=8565 Ack=3573 Win=12583168 Len=1350"
"1027","4.984862","172.64.148.235","10.25.139.150","TCP","78","[TCP Spurious Retransmission] 443  >  49277 [PSH, ACK] Seq=1 Ack=1 Win=16 Len=24"
"1028","4.984862","23.55.39.8","10.25.139.150","TCP","318","[TCP Spurious Retransmission] 443  >  61790 [PSH, ACK] Seq=1 Ack=2074 Win=68224 Len=264"
"1029","4.984862","10.25.141.101","10.25.139.150","UDP","80","46551  >  62910 Len=38"
"1030","4.984862","23.55.39.8","10.25.139.150","QUIC","72","Protected Payload (KP0)"
"1031","4.984921","10.25.139.150","23.55.39.8","TCP","66","[TCP Dup ACK 971#2] 61790  >  443 [ACK] Seq=2154 Ack=265 Win=65024 Len=0 SLE=1 SRE=265"
"1032","4.984966","10.25.139.150","150.171.27.11","TCP","66","[TCP Dup ACK 969#1] 56855  >  443 [ACK] Seq=3573 Ack=9915 Win=65280 Len=0 SLE=8565 SRE=9915"
"1033","4.984977","10.25.139.150","172.64.148.235","TCP","66","[TCP Dup ACK 995#1] 49277  >  443 [ACK] Seq=29 Ack=25 Win=255 Len=0 SLE=1 SRE=25"
"1034","4.984986","10.25.139.150","23.55.39.8","TCP","66","[TCP Dup ACK 971#3] 61790  >  443 [ACK] Seq=2154 Ack=265 Win=65024 Len=0 SLE=1 SRE=265"
"1035","5.018176","10.25.139.150","23.55.39.8","QUIC","74","Protected Payload (KP0), DCID=05ccc57370400d31"
"1036","5.020319","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.138.49? Tell 10.25.151.1"
"1037","5.024280","10.25.128.166","224.0.0.251","MDNS","412","Standard query response 0x0000 PTR BRAVIA-BF1-6649693d1c614e7b64594f0e4dd7e3c6._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 6649693d-1c61-4e7b-6459-4f0e4dd7e3c6.local A, cache flush 10.25.128.166"
"1038","5.024280","10.25.128.166","224.0.0.251","MDNS","412","Standard query response 0x0000 PTR BRAVIA-BF1-6649693d1c614e7b64594f0e4dd7e3c6._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 6649693d-1c61-4e7b-6459-4f0e4dd7e3c6.local A, cache flush 10.25.128.166"
"1039","5.024280","10.25.128.166","224.0.0.251","MDNS","412","Standard query response 0x0000 PTR BRAVIA-BF1-6649693d1c614e7b64594f0e4dd7e3c6._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 6649693d-1c61-4e7b-6459-4f0e4dd7e3c6.local A, cache flush 10.25.128.166"
"1040","5.033779","10.25.128.166","224.0.0.251","MDNS","412","Standard query response 0x0000 PTR BRAVIA-BF1-6649693d1c614e7b64594f0e4dd7e3c6._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 6649693d-1c61-4e7b-6459-4f0e4dd7e3c6.local A, cache flush 10.25.128.166"
"1041","5.033779","fe80::60b9:8aff:fecb:8066","ff02::fb","MDNS","444","Standard query response 0x0000 PTR BRAVIA-BF1-6649693d1c614e7b64594f0e4dd7e3c6._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 6649693d-1c61-4e7b-6459-4f0e4dd7e3c6.local AAAA, cache flush fe80::60b9:8aff:fecb:8066"
"1042","5.033779","10.25.137.247","224.0.0.251","MDNS","126","Standard query 0x0000 ANY Android-79.local, ""QM"" question ANY Android-79.local, ""QM"" question A 10.25.137.247 AAAA fe80::dc55:8cff:fe4e:2258"
"1043","5.033779","10.25.132.66","224.0.0.251","MDNS","477","Standard query response 0x0000 PTR appleâ\200\231s MacBook Air (2)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 50252 apples-MacBook-Air.local AAAA, cache flush fe80::25:7add:752e:9ac9 A, cache flush 10.25.132.66 NSEC, cache flush appleâ\200\231s MacBook Air (2)._companion-link._tcp.local NSEC, cache flush apples-MacBook-Air.local"
"1044","5.033779","fe80::25:7add:752e:9ac9","ff02::fb","MDNS","497","Standard query response 0x0000 PTR appleâ\200\231s MacBook Air (2)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 50252 apples-MacBook-Air.local AAAA, cache flush fe80::25:7add:752e:9ac9 A, cache flush 10.25.132.66 NSEC, cache flush appleâ\200\231s MacBook Air (2)._companion-link._tcp.local NSEC, cache flush apples-MacBook-Air.local"
"1045","5.033779","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x0db7 PTR _quickshare._tcp.local, ""QM"" question"
"1046","5.033779","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x0db7 PTR _quickshare._tcp.local, ""QM"" question"
"1047","5.049528","10.25.139.150","172.64.148.235","TCP","82","[TCP Retransmission] 49277  >  443 [PSH, ACK] Seq=1 Ack=25 Win=255 Len=28"
"1048","5.091981","23.55.39.8","10.25.139.150","TCP","60","443  >  61790 [ACK] Seq=265 Ack=2154 Win=68224 Len=0"
"1049","5.091981","172.64.148.235","10.25.139.150","TCP","60","443  >  49277 [ACK] Seq=25 Ack=29 Win=16 Len=0"
"1050","5.091981","23.55.39.8","10.25.139.150","TCP","66","[TCP Dup ACK 1048#1] 443  >  61790 [ACK] Seq=265 Ack=2154 Win=68224 Len=0 SLE=2074 SRE=2154"
"1051","5.091981","23.55.39.8","10.25.139.150","QUIC","67","Protected Payload (KP0)"
"1052","5.091981","23.55.39.8","10.25.139.150","QUIC","67","Protected Payload (KP0)"
"1053","5.091981","23.55.39.8","10.25.139.150","QUIC","71","Protected Payload (KP0)"
"1054","5.091981","23.55.39.8","10.25.139.150","TLSv1.3","357","Application Data"
"1055","5.128992","10.25.139.150","23.55.39.8","QUIC","74","Protected Payload (KP0), DCID=05ccc57370400d31"
"1056","5.131996","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.141.171? Tell 10.25.151.1"
"1057","5.144887","10.25.139.150","23.55.39.8","TCP","54","61790  >  443 [ACK] Seq=2154 Ack=568 Win=64768 Len=0"
"1058","5.177071","10.25.139.150","10.25.141.101","UDP","80","62910  >  46551 Len=38"
"1059","5.198516","23.55.39.8","10.25.139.150","QUIC","1494","Protected Payload (KP0)"
"1060","5.198516","23.55.39.8","10.25.139.150","QUIC","385","Protected Payload (KP0)"
"1061","5.198516","23.55.39.8","10.25.139.150","QUIC","92","Protected Payload (KP0)"
"1062","5.198516","23.55.39.8","10.25.139.150","QUIC","69","Protected Payload (KP0)"
"1063","5.198516","23.55.39.8","10.25.139.150","QUIC","63","Protected Payload (KP0)"
"1064","5.198516","172.64.148.235","10.25.139.150","TCP","66","[TCP Dup ACK 1049#1] 443  >  49277 [ACK] Seq=25 Ack=29 Win=16 Len=0 SLE=1 SRE=29"
"1065","5.198793","10.25.139.150","23.55.39.8","QUIC","73","Protected Payload (KP0), DCID=05ccc57370400d31"
"1066","5.198927","10.25.139.150","23.55.39.8","QUIC","77","Protected Payload (KP0), DCID=05ccc57370400d31"
"1067","5.200799","10.25.139.150","208.91.112.53","DNS","83","Standard query 0xc1ba A www.msftconnecttest.com"
"1068","5.224958","10.25.139.150","23.55.39.8","QUIC","74","Protected Payload (KP0), DCID=05ccc57370400d31"
"1069","5.227304","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.131.234? Tell 10.25.151.1"
"1070","5.272088","10.25.139.138","224.0.0.251","MDNS","132","Standard query response 0x0000 PTR {""nm"":""."",""as"":""[8193, 8194]"",""ip"":""138""}._mi-connect._udp.local"
"1071","5.320009","10.25.139.150","208.91.112.52","DNS","83","Standard query 0xc1ba A www.msftconnecttest.com"
"1072","5.325744","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.132.133? Tell 10.25.151.1"
"1073","5.432758","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.129.0? Tell 10.25.151.1"
"1074","5.432758","b2:3f:d1:83:bf:90","Broadcast","ARP","60","Gratuitous ARP for 10.25.134.132 (Reply)"
"1075","5.432758","10.25.134.24","224.0.0.251","MDNS","126","Standard query 0x0000 ANY Android-35.local, ""QM"" question ANY Android-35.local, ""QM"" question A 10.25.134.24 AAAA fe80::aa51:5bff:fe2e:777f"
"1076","5.432758","fe80::aa51:5bff:fe2e:777f","ff02::fb","MDNS","146","Standard query 0x0000 ANY Android-35.local, ""QM"" question ANY Android-35.local, ""QM"" question A 10.25.134.24 AAAA fe80::aa51:5bff:fe2e:777f"
"1077","5.444094","10.25.128.166","224.0.0.251","MDNS","427","Standard query response 0x0000 PTR BRAVIA-BF1-6649693d1c614e7b64594f0e4dd7e3c6._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 6649693d-1c61-4e7b-6459-4f0e4dd7e3c6.local A, cache flush 10.25.128.166"
"1078","5.444094","fe80::60b9:8aff:fecb:8066","ff02::fb","MDNS","444","Standard query response 0x0000 PTR BRAVIA-BF1-6649693d1c614e7b64594f0e4dd7e3c6._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 6649693d-1c61-4e7b-6459-4f0e4dd7e3c6.local AAAA, cache flush fe80::60b9:8aff:fecb:8066"
"1079","5.444094","fe80::60b9:8aff:fecb:8066","ff02::fb","MDNS","459","Standard query response 0x0000 PTR BRAVIA-BF1-6649693d1c614e7b64594f0e4dd7e3c6._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 6649693d-1c61-4e7b-6459-4f0e4dd7e3c6.local AAAA, cache flush fe80::60b9:8aff:fecb:8066"
"1080","5.444094","fe80::60b9:8aff:fecb:8066","ff02::fb","MDNS","459","Standard query response 0x0000 PTR BRAVIA-BF1-6649693d1c614e7b64594f0e4dd7e3c6._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 6649693d-1c61-4e7b-6459-4f0e4dd7e3c6.local AAAA, cache flush fe80::60b9:8aff:fecb:8066"
"1081","5.444094","10.25.128.178","224.0.0.251","MDNS","297","Standard query 0x0000 ANY {""nm"":""M R Junayed"",""as"":""[8193, 8194]"",""ip"":""0""}._mi-connect._udp.local, ""QM"" question ANY {""nm"":""M R Junayed"",""as"":""[8193, 8194]"",""ip"":""178""}._mi-connect._udp.local, ""QM"" question ANY Android-10.local, ""QM"" question ANY Android-10.local, ""QM"" question SRV 0 0 56666 Android-10.local SRV 0 0 56666 Android-10.local A 10.25.128.178 AAAA fe80::afdd:6b53:10c6:631a"
"1082","5.444094","fe80::afdd:6b53:10c6:631a","ff02::fb","MDNS","317","Standard query 0x0000 ANY {""nm"":""M R Junayed"",""as"":""[8193, 8194]"",""ip"":""0""}._mi-connect._udp.local, ""QM"" question ANY {""nm"":""M R Junayed"",""as"":""[8193, 8194]"",""ip"":""178""}._mi-connect._udp.local, ""QM"" question ANY Android-10.local, ""QM"" question ANY Android-10.local, ""QM"" question SRV 0 0 56666 Android-10.local SRV 0 0 56666 Android-10.local A 10.25.128.178 AAAA fe80::afdd:6b53:10c6:631a"
"1083","5.486281","150.171.27.11","10.25.139.150","TLSv1.2","208","[TCP Retransmission] , Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"1084","5.486281","10.25.141.101","10.25.139.150","UDP","80","46551  >  62910 Len=38"
"1085","5.486281","208.91.112.53","10.25.139.150","DNS","227","Standard query response 0xc1ba A www.msftconnecttest.com CNAME ncsi-geo.trafficmanager.net CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net A 23.53.118.114 A 23.53.118.82"
"1086","5.486281","23.55.39.8","10.25.139.150","QUIC","66","Protected Payload (KP0)"
"1087","5.487064","10.25.139.150","23.53.118.114","TCP","66","61791  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1088","5.487972","10.25.139.150","150.171.27.11","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1089","5.528394","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.140.53? Tell 10.25.151.1"
"1090","5.531218","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.141.139? Tell 10.25.151.1"
"1091","5.541719","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.135.165? Tell 10.25.151.1"
"1092","5.589856","10.25.139.150","10.25.141.101","UDP","80","62910  >  46551 Len=38"
"1093","5.641771","10.25.141.10","224.0.0.251","MDNS","291","Standard query response 0x0000 PTR, cache flush Android-39.local PTR, cache flush Android-39.local A, cache flush 10.25.141.10 AAAA, cache flush fe80::72bb:e9ff:feeb:9347 NSEC, cache flush 10.141.25.10.in-addr.arpa NSEC, cache flush 7.4.3.9.B.E.E.F.F.F.9.E.B.B.2.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-39.local"
"1094","5.641771","fe80::72bb:e9ff:feeb:9347","ff02::fb","MDNS","311","Standard query response 0x0000 PTR, cache flush Android-39.local PTR, cache flush Android-39.local A, cache flush 10.25.141.10 AAAA, cache flush fe80::72bb:e9ff:feeb:9347 NSEC, cache flush 10.141.25.10.in-addr.arpa NSEC, cache flush 7.4.3.9.B.E.E.F.F.F.9.E.B.B.2.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-39.local"
"1095","5.649010","da:d5:c0:99:c1:f7","Broadcast","ARP","60","Gratuitous ARP for 10.25.131.82 (Reply)"
